Template ID,MAE,RMSE
0,0.8273309323729492,1.4723678707642134
1,0.8253301320528211,1.4701920234562333
2,0.8264,1.4720054347725757
3,0.8291316526610645,1.4743369586994401
4,0.8289315726290516,1.475083166516131
mean,0.8274248579431773,1.4727970908417187
min,0.8253301320528211,1.4701920234562333
